"","pvals.content","beta.content","prop.var.exp","intercept"
"1",2.30074745327131e-05,1342.02565563613,0.322118346190652,4219213.37488064
"2",8.97724392105446e-05,1221.57494593344,0.316025501447512,4212951.47948474
"3",0.00374696825626035,725.970368374821,0.301956968724414,4509262.10354721
"4",0.00155497612977682,795.63788552087,0.294115820762366,4416445.816594
"5",1.77207624050191e-05,1446.09530323203,0.306429941440955,4489944.52288374
"6",0.000534801370712448,1083.69190215426,0.306651373683483,4134572.04549977
"7",0.00157434601226439,988.581480031798,0.31282498262281,4163804.16873088
"8",0.0106109527369125,496.204169244976,0.332046316235342,4523219.23130624
"9",8.52561834708624e-05,1276.23130011757,0.284930517681115,4420425.11582434
"10",0.0257710810596497,436.632603958878,0.302597005635015,4752119.81900527
"11",0.0117323966687738,586.138882078262,0.288159895284406,3991469.95752128
"12",0.000126424453499438,1242.320795583,0.31092921935791,4050398.79827305
"13",0.00356770705231765,784.485771740541,0.32468985526401,4485970.32851013
"14",0.0242608747653023,455.849949986551,0.311069829045548,4612593.55851766
"15",0.00255888966488309,852.208399041518,0.307721192685716,4303050.19667393
"16",0.00190693934646286,971.466220608404,0.294500156723389,4323972.28307594
"17",0.00286613021903358,678.286417419071,0.316137975571237,4911670.01756836
"18",0.00018307198224022,1332.34468906539,0.260172686836367,4420968.91492157
"19",0.00122717976529034,1091.26122719368,0.325370422590791,4592862.43445395
"20",0.000588307448706438,1085.77288136935,0.329204591869029,4525122.53720134
"21",0.000533162932045866,1076.0655055159,0.311096343459204,4448626.21538218
"22",0.0918102419637491,212.786240499246,0.302497663916414,4804756.15125492
"23",0.00265867705080873,797.611029041053,0.302480884318255,4598334.04317107
"24",0.000757699844332586,982.335793534279,0.298084324170462,4437082.51586356
"25",0.000148979541434063,1191.29679715705,0.322158888581491,4608742.98249434
"26",0.00073059393025627,1022.3581288738,0.310280212221883,4318306.80090587
"27",0.000407707705291945,1205.57445066121,0.3079908049741,4288593.41328847
"28",0.000169181273715863,1198.29328948371,0.293762500033949,4621025.39066748
"29",0.0223073133783382,-794.785726070641,0.256720549708609,5161457.81558023
"30",4.77347510366198e-05,1417.84431664496,0.298253354142186,4258796.94605491
"31",0.00168370995224999,995.834433848038,0.303238647792234,4535234.77529675
"32",0.0975094365127082,67.3841043571232,0.288700406398987,4575364.17978753
"33",1.81634452040512e-05,1375.01588561888,0.321829551324779,4594776.20324769
"34",0.0109834190462612,484.03328164895,0.320488440141007,4546065.40259741
"35",3.31303708180898e-21,2854.82986281701,0.262022268930046,3818521.94145394
"36",9.74347653749308e-05,1320.8591028459,0.318498372524304,4229303.19904727
"37",0.0347456451247125,364.275767940141,0.309132803324531,4642203.67954908
"38",0.00218363977221638,837.935231401919,0.311014487964744,4520184.48341037
"39",0.00046745365398197,1150.07876483232,0.314863994040427,4337791.02228398
"40",0.00046315422753777,1113.40741509333,0.323799445631048,4336039.73841585
"41",0.00851271274328986,693.421535976433,0.315530998587579,4737517.12635953
"42",0.00155882152152533,845.054782869984,0.307623815980701,4457387.85259699
"43",0.0023756771735301,919.63392755632,0.308819863504565,4300153.05798103
"44",0.000125091000343243,1179.23796561143,0.302469334335986,4095559.93290933
"45",0.00142318756575567,911.482885530576,0.31610075177928,4661790.88641035
"46",0.000631230646331496,927.28163069315,0.315947178708668,4714067.39001417
"47",2.6876195507184e-05,1329.73992724448,0.297451963594412,4162842.28205676
"48",1.4441469713305e-05,1344.16226865857,0.318830612848099,4179857.70121872
"49",0.0129075084624927,537.524796269899,0.30556942591208,4594151.61425722
"50",0.000273796868280597,1205.37509836108,0.311335208438362,4264124.1036998
"51",0.000629805629462846,968.848887484626,0.285163755615845,4271534.51590022
"52",0.000363986976049635,1047.11320443663,0.304108566679141,4589937.80490072
"53",6.11133106774693e-05,1370.37734396853,0.309431045070536,4298189.94416771
"54",0.000129717902541887,1283.68309751098,0.293433902273075,4257286.06074269
"55",0.000253371422469763,1161.62452461907,0.31842619753417,4455082.73719972
"56",0.000742293026900991,1107.21142777419,0.283210382422121,4274971.72089863
"57",0.00578491352114416,866.445150082041,0.211121196743443,4524790.31532603
"58",0.00184752392638775,1013.63385218611,0.298138048148335,4416815.78148416
"59",3.3046990572061e-09,1809.39115942041,0.321747811904129,3898780.58891309
"60",0.00230531892986164,834.334261432092,0.3170410230216,4337493.39959226
"61",0.0430832446020844,376.702391893179,0.311631342003492,4436340.35280994
"62",0.000408976583359925,1189.49603489457,0.311959063964313,4216360.63724482
"63",0.000494978107494739,1099.49872073651,0.306882156150136,4161218.14107999
"64",0.00222414210102299,818.814029921045,0.313474502832107,4432016.2546205
"65",0.00559960720021747,758.3649368859,0.323505372463422,4471137.13142766
"66",0.00084413414904032,931.88172699871,0.328630570018381,4598013.87436231
"67",0.0380370475801062,385.640398253832,0.307953625925484,4541991.81573282
"68",0.00113222125927455,1106.59996086218,0.301938148187045,4552824.944697
"69",0.00199663371211624,773.761844548562,0.325908872390158,4420992.23307108
"70",0.0107989875575355,575.1651812662,0.285087838317778,4349798.95386608
"71",0.00323330640595341,870.00054151936,0.317247046029584,4458948.21717585
"72",0.000134565343678525,1275.03119067007,0.289004043201248,4465347.53991238
"73",0.00143605434950772,892.798636040275,0.312381063313112,4619196.42308636
"74",0.00452609814634143,756.957457233559,0.307305910436432,4587678.20111499
"75",0.000331969683023312,1257.99790177364,0.287586174056253,4377625.96448982
"76",0.00279031297060407,863.016105522082,0.310174688743856,4486131.56421877
"77",0.000539823488236131,978.045275769514,0.29937176604162,4430813.90629726
"78",0.000764712596424265,923.690568260471,0.320611465780124,4684954.04055942
"79",0.00110383994243868,984.985534690402,0.304826226582183,4265081.88352245
"80",0.000533404543127812,1064.29589487237,0.324679386228485,4664556.19610196
"81",0.000345532986142368,1191.74945205922,0.312060425282142,4247977.4167709
"82",0.05761518067582,279.523933401971,0.322519389566594,4755256.62076099
"83",0.000654259528000016,1016.41944451548,0.308828186232262,4060993.41107902
"84",0.0273035960061754,429.745593255596,0.317423050366772,4908798.17907598
"85",0.000135849991612625,1301.39498960231,0.301127542986377,4408585.25936201
"86",0.000638597303393097,1078.45387867309,0.304469528320339,4450920.45063162
"87",0.0011345408457359,958.685828919349,0.330223928440075,4455415.98337063
"88",0.0233972793370371,413.671033019604,0.308714427946399,4696688.44481223
"89",0.000764343951626898,995.483998649597,0.306975250151379,4299130.66953875
"90",0.0147142312287252,526.239147500649,0.30228441230912,4453877.57631002
"91",0.00234783568562312,696.844472744963,0.305455372980362,4339671.56066224
"92",0.000906426299673273,985.429765523957,0.309001776047535,4309775.04717883
"93",0.00136938916842515,903.997617349229,0.309415928262847,4408574.96004125
"94",0.000105567704792143,1101.46979898592,0.329363765096436,4280474.08236926
"95",0.000210720069644432,1113.91539320456,0.331421131832273,4429863.8389132
"96",0.000699970935200021,1098.13749405094,0.305005742801224,4248773.85669874
"97",0.00126898573476745,902.963704561212,0.300562445042732,4483180.2690702
"98",0.000217700428889161,1129.84998149214,0.302886464052178,4207226.37947659
"99",5.46731970362506e-05,1386.4800351303,0.298720624929148,4041539.13460006
"100",0.104272355912227,246.676680439435,0.282714851571473,4392283.98901887
