"","pvals.rates","beta.rates","intercept"
"1",0.520751429469995,-15.9420599414258,3759.27895104163
"2",1.12465560119861e-05,-115.938604937456,36221.5317191766
"3",0.91468867865478,-2.92176581678994,-22327.1024817649
"4",3.190071670788e-34,-1933.84573050053,640521.205277755
"5",0.0902940126240437,-37.3149537553934,13236.4262733053
"6",7.45398014541855e-12,-377.929745481405,116106.091667473
"7",0.436198184600332,-38.1097632367419,16803.7589037492
"8",1.34411322496997e-47,-4109.17235663425,1398507.20140705
"9",0.027128582618671,-68.9631499264891,19723.5329443666
"10",9.48543273562467e-54,-4834.54805862058,1612922.90507527
"11",0.737752004243529,-14.2206057060181,-28545.2942126906
"12",0.887729235939852,-1.78754959760907,-2092.60580712182
"13",1.12489668825406e-13,-358.778172014183,107486.155201805
"14",1.42554294577646e-50,-4121.03810804716,1400443.94014729
"15",0.0800245481937905,-54.6487317151569,6199.89393281948
"16",0.265616721052786,-23.9465782134814,2907.30804808235
"17",0.77128934134653,-11.6742113609211,-22518.632124912
"18",5.83273940517096e-07,-131.703484807381,39290.4400195783
"19",0.330244449109441,27.0937399163547,-10209.4659345828
"20",0.0118308636936432,-52.6063556137455,14625.2529363166
"21",1.69679761499377e-07,-145.31549275394,42529.6703199283
"22",1.2806994731233e-88,-16776.4416002071,5785461.78000144
"23",2.00580973824944e-25,-1111.58025659652,353180.15120273
"24",0.971925407085872,-0.673855774274371,-10296.5104241673
"25",0.120568896256781,-41.3138691265445,12700.9525901443
"26",2.64933072784453e-10,-249.868077136791,78033.9876125304
"27",0.956428699872087,3.53229539852423,-17451.127721979
"28",1.77923824752589e-06,-133.843731876804,40894.0105221711
"29",1.66392087096379e-05,-3553.59952503969,1154793.77444388
"30",0.499610160382394,-12.9568378801288,5777.73310069839
"31",2.21751689067895e-06,-126.241575510243,39787.1740504988
"32",7.71920633601544e-188,-240940.326654407,79075121.6012961
"33",2.10924479715396e-10,-197.882383785096,61469.3523625817
"34",6.00711827585213e-51,-5080.23821895319,1681976.58933334
"35",0.907708342575998,3.58349980956394,-4860.02690125183
"36",0.748174073967111,-6.21753843549246,2479.16391064931
"37",0.835354312837641,-14.8554878213254,-45362.3391294669
"38",4.44385519429132e-16,-544.534613916839,181077.608736392
"39",0.485227467228533,-12.6845639673467,34.7219711513835
"40",0.101243354481851,-45.2991877905555,13450.1367535428
"41",0.921508164651458,-2.77150545264094,-23651.0298790848
"42",0.761007658900377,-5.93983380894068,-12878.8855530653
"43",0.00479179091390651,-143.870741117365,45467.4299286004
"44",0.428790888094277,-27.622316954783,2542.87255513063
"45",1.58670160638778e-06,-201.579604157688,62256.5182956155
"46",1.16822621846573e-09,-263.15672672224,87907.8149698436
"47",0.20991411490537,-39.6892829022234,9443.45496509106
"48",0.090113055453872,-33.3713979778885,8814.76392715314
"49",0.875702245919912,-7.32058102770742,-47500.7529169522
"50",0.383382175135901,-28.0061521757774,7948.09699223566
"51",4.18459332034742e-22,-857.794255706033,284158.570236025
"52",9.94832011914795e-15,-506.878849818864,160416.502493348
"53",7.62842575926961e-07,-93.8905363582742,26925.1449081703
"54",0.00305716049052473,-88.3509013801068,20981.3956662026
"55",0.00963578060570378,-72.469735687317,21130.3997534206
"56",0.142527112757956,-30.6805320286745,6420.36663619917
"57",0.0301414605675651,72.3339032872479,-37334.8885454622
"58",8.08385666410806e-05,-92.0430599839208,28676.5387451799
"59",0.204316806296532,-30.9504796797527,4196.70391548036
"60",1.12882724304589e-17,-657.008570356799,203015.794620723
"61",5.83768340076675e-57,-5484.16797170806,1808040.77200896
"62",0.251761552225649,-24.2901115550074,6340.37477796175
"63",0.16705414152595,24.4473828641378,-15371.6490401337
"64",5.70493616822865e-24,-989.735335125674,323236.825610793
"65",0.557039560434135,17.9748590844661,-22034.0976429848
"66",0.734862973310493,9.17027465474431,-11070.2414341617
"67",3.15586829124326e-54,-5218.15133433402,1750015.29050122
"68",0.21425511063992,34.3149338585507,-12669.2329431746
"69",0.979292443413192,-0.786371099586611,-33842.6251727402
"70",0.795533830007131,-10.0128222418317,-38380.7837908104
"71",9.87064274694592e-06,-458.76354793493,144884.950458551
"72",0.358151706344671,16.7925441276097,-10225.4039995426
"73",1.95150388750606e-14,-551.105622886542,173145.934849504
"74",0.593338641090135,-12.8039285646226,-9243.31476952657
"75",0.0106238868634133,109.392144599516,-40658.8783261727
"76",5.7259648801679e-07,-222.575418519527,68163.8620580666
"77",0.468696110989952,20.4412732705402,-25690.4298512121
"78",5.58193269470159e-17,-622.057426746181,192168.648046637
"79",1.42980073022609e-13,-367.543060893454,114041.968773048
"80",0.350086333443184,26.4766856719692,-14580.5856078381
"81",0.00163344816441825,-76.6143290465714,20567.5536039572
"82",1.0099359010527e-76,-12292.4824544815,3991946.02275913
"83",0.809562418682769,4.27240657868649,-11575.6634887418
"84",5.42780623740013e-51,-4782.40239807456,1502656.15387857
"85",0.178646581153002,28.13303571061,-11564.5312191636
"86",0.205632181826046,20.8084118723301,-9406.12718703877
"87",6.01082583763089e-13,-289.91003730455,86567.9458915131
"88",5.73551198515478e-54,-6185.49301413828,2134812.66761935
"89",0.679531335394192,26.9782937549085,-15442.4137425633
"90",1.99388845484555e-39,-3018.53246588239,982760.034167162
"91",4.26244307805269e-32,-2071.23648086763,692693.873713974
"92",1.38697075652341e-09,-257.636748571873,82552.4143428884
"93",0.974538020908181,-0.748449439124436,-16343.5163510015
"94",3.71782726793485e-13,-352.847752110025,113096.75255069
"95",0.402608831649276,-31.2904110568541,5644.82674027909
"96",6.64903559889237e-08,-186.877832488818,57332.4429338875
"97",9.63470129890016e-19,-649.250327738175,200894.900463754
"98",0.872833182045582,-6.45732002389971,-1667.30381469463
"99",0.695184856447145,-7.4753094735259,-1583.15637654565
"100",3.58826182293901e-77,-12539.9749351424,4304370.23718953
